City ID,City,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind Speed,Country,Weather description
243,Coahuayana,18.7333,-103.6833,86.09,42,53,7.7,MX,broken clouds
244,Dingle,10.9995,122.6711,76.55,89,100,6.82,PH,overcast clouds
245,Nyrob,60.733,56.7202,20.35,96,100,4.23,RU,overcast clouds
246,Sarh,9.1429,18.3923,93.11,36,20,0.0,TD,few clouds
247,Riachao Das Neves,-11.7461,-44.91,93.67,26,18,6.06,BR,few clouds
248,Lapy,52.9911,22.8842,37.26,79,100,22.15,PL,overcast clouds
249,Tuatapere,-46.1333,167.6833,56.39,88,100,5.55,NZ,overcast clouds
250,Tuktoyaktuk,69.4541,-133.0374,-16.6,69,75,9.22,CA,broken clouds
251,Bathsheba,13.2167,-59.5167,84.81,58,20,17.27,BB,few clouds
252,Aswan,24.0934,32.907,96.1,9,0,9.22,EG,clear sky
253,Samarai,-10.6167,150.6667,81.03,80,97,12.28,PG,overcast clouds
254,Khatanga,71.9667,102.5,-30.17,100,30,4.03,RU,scattered clouds
255,Fortuna,40.5982,-124.1573,52.66,96,75,11.5,US,light rain
256,Tessalit,20.1986,1.0114,94.05,5,0,8.05,ML,clear sky
257,Grenaa,56.4158,10.8783,43.02,91,100,1.01,DK,overcast clouds
258,Dennis,41.7354,-70.1939,55.49,49,45,8.05,US,scattered clouds
259,Jaltenango,15.8719,-92.7247,96.28,30,27,3.76,MX,scattered clouds
260,Camacha,33.0833,-16.3333,56.62,51,40,21.85,PT,scattered clouds
261,Acapulco,16.8634,-99.8901,84.42,54,6,10.65,MX,clear sky
262,Kajaani,64.2273,27.7285,30.25,93,100,10.36,FI,light snow
263,Tilichiki,60.4667,166.1,5.67,96,76,4.54,RU,broken clouds
264,Lavrentiya,65.5833,-171.0,-7.74,91,44,11.14,RU,scattered clouds
265,Cap Malheureux,-19.9842,57.6142,79.47,84,100,4.0,MU,overcast clouds
266,Sonoita,31.85,-112.8333,74.75,24,0,5.06,MX,clear sky
267,Kloulklubed,7.0419,134.2556,83.07,75,100,9.71,PW,light rain
268,Westport,41.1415,-73.3579,56.89,42,97,7.0,US,overcast clouds
269,Natal,-5.795,-35.2094,88.02,55,20,17.27,BR,few clouds
270,Rumphi,-11.0186,33.8575,65.61,93,71,3.13,MW,light rain
271,Andenes,69.3143,16.1194,26.58,54,0,8.05,NO,clear sky
272,Igrim,63.1906,64.4162,30.72,94,100,3.83,RU,overcast clouds
273,Nortelandia,-14.4547,-56.8028,90.12,48,5,4.68,BR,clear sky
274,Kiliya,45.4552,29.2637,40.75,72,15,10.33,UA,few clouds
275,Eureka,40.8021,-124.1637,52.93,94,100,3.0,US,overcast clouds
276,Arica,-18.475,-70.3042,80.15,66,17,8.68,CL,few clouds
277,Shaunavon,49.6501,-108.4181,49.78,33,67,22.44,CA,broken clouds
278,Ippy,6.2679,21.2247,71.4,84,100,9.35,CF,light rain
279,Port Hardy,50.6996,-127.4199,41.18,87,100,13.8,CA,shower rain
280,Chulym,55.0997,80.9572,34.36,84,100,8.08,RU,overcast clouds
281,Umba,66.6871,34.3429,22.23,93,100,10.74,RU,overcast clouds
282,Navahrudak,53.6,25.8333,32.65,84,100,18.7,BY,overcast clouds
283,Cantagalo,-21.9811,-42.3681,81.54,66,40,2.1,BR,scattered clouds
284,Half Moon Bay,37.4636,-122.4286,69.04,57,20,11.5,US,few clouds
285,Quang Ngai,15.1167,108.8,69.08,86,100,6.78,VN,overcast clouds
286,Shahreza,32.0339,51.8794,65.93,19,89,3.98,IR,overcast clouds
287,Deputatskiy,69.3,139.9,-16.22,98,100,1.34,RU,overcast clouds
288,Oyama,36.3,139.8,50.59,81,100,9.26,JP,overcast clouds
289,Sarangani,5.4033,125.4636,80.65,78,100,7.99,PH,light rain
290,Muli,2.9167,73.5667,83.46,63,9,3.11,MV,clear sky
291,Rio Gallegos,-51.6226,-69.2181,50.05,34,40,28.77,AR,scattered clouds
292,East London,-33.0153,27.9116,67.14,82,0,13.8,ZA,clear sky
293,Hamilton,39.1834,-84.5333,57.4,51,100,3.0,US,overcast clouds
294,Puerto Escondido,15.85,-97.0667,86.94,52,0,11.5,MX,clear sky
295,Yataity,-26.3667,-56.0667,76.95,83,99,2.15,PY,overcast clouds
296,Lompoc,34.6391,-120.4579,73.69,51,5,8.99,US,clear sky
297,Tiksi,71.6872,128.8694,-6.52,100,100,4.38,RU,overcast clouds
298,Verkhnevilyuysk,63.4453,120.3167,3.04,98,99,4.97,RU,overcast clouds
299,Mapastepec,15.4333,-92.9,94.35,42,12,11.39,MX,few clouds
300,Biltine,14.5333,20.9167,90.63,8,3,7.83,TD,clear sky
301,Goderich,43.7501,-81.7165,42.91,65,100,6.91,CA,overcast clouds
302,Olafsvik,64.8945,-23.7142,30.51,72,84,24.76,IS,broken clouds
303,Nava,28.4167,-100.7667,81.99,62,100,11.01,MX,overcast clouds
304,Alta Floresta,-9.8756,-56.0861,89.42,62,40,1.14,BR,thunderstorm
305,Kaitangata,-46.2817,169.8464,52.21,94,100,4.03,NZ,overcast clouds
306,Vaitape,-16.5167,-151.75,82.8,70,32,18.66,PF,scattered clouds
307,Ruangwa,-10.0667,38.9333,72.43,95,100,3.4,TZ,overcast clouds
308,Puerto Ayacucho,5.6639,-67.6236,89.55,52,100,0.74,VE,overcast clouds
309,Chuy,-33.6971,-53.4616,66.6,53,61,12.15,UY,broken clouds
310,San Quintin,30.4833,-115.95,65.05,70,0,16.02,MX,clear sky
311,Buala,-8.145,159.5921,81.25,83,98,11.99,SB,light rain
312,Pevek,69.7008,170.3133,-21.46,98,29,3.2,RU,scattered clouds
313,Vila Franca Do Campo,37.7167,-25.4333,61.21,60,99,4.16,PT,overcast clouds
314,Los Llanos De Aridane,28.6585,-17.9182,60.55,75,40,19.57,ES,scattered clouds
315,Capoterra,39.1763,8.9718,53.53,67,20,13.8,IT,few clouds
316,Souillac,-20.5167,57.5167,79.18,83,75,9.22,MU,broken clouds
317,Asau,46.4333,26.4,34.72,74,8,6.13,RO,clear sky
318,Wakkanai,45.4094,141.6739,42.37,70,0,30.02,JP,clear sky
319,Thap Than,15.4606,99.8917,75.65,53,100,4.45,TH,light rain
320,Kulgam,33.65,75.0167,55.62,39,0,1.52,IN,clear sky
321,Kattivakkam,13.2167,80.3167,84.29,86,9,10.22,IN,clear sky
322,Auki,-8.7676,160.7034,78.22,88,96,6.8,SB,light rain
323,Tiarei,-17.5333,-149.3333,86.02,79,68,16.42,PF,light rain
324,Muros,42.7762,-9.0603,53.1,55,0,18.52,ES,clear sky
325,Maniitsoq,65.4167,-52.9,32.68,71,7,3.51,GL,clear sky
326,Lorengau,-2.0226,147.2712,82.17,79,100,14.92,PG,moderate rain
327,Moctezuma,29.8,-109.6667,76.59,22,0,8.39,MX,clear sky
328,Vestmannaeyjar,63.4427,-20.2734,36.59,87,75,29.93,IS,broken clouds
329,Geraldton,-28.7667,114.6,66.61,82,0,14.97,AU,clear sky
330,Tateyama,34.9833,139.8667,51.1,89,100,29.33,JP,overcast clouds
331,Itoman,26.1247,127.6694,64.42,68,75,6.91,JP,broken clouds
332,Karratha,-20.7377,116.8463,82.29,66,0,11.32,AU,clear sky
333,Guerrero Negro,27.9769,-114.0611,65.89,56,2,16.58,MX,clear sky
334,Pokhara,28.2333,83.9833,72.25,44,2,6.51,NP,clear sky
335,Danjiangkou,32.5428,111.5086,61.72,68,100,3.0,CN,light rain
336,Roma,43.2128,-75.4557,45.95,69,100,8.01,US,overcast clouds
337,Braganca,-1.0536,-46.7656,78.13,90,100,3.58,BR,light rain
338,Porlamar,10.958,-63.8491,75.29,83,11,17.27,VE,few clouds
339,Ahuimanu,21.4447,-157.8378,76.19,69,100,8.99,US,overcast clouds
340,Petropavlovsk-Kamchatskiy,53.0452,158.6483,21.79,68,0,4.47,RU,clear sky
341,Tonj,7.2737,28.6822,86.27,41,40,3.98,SS,scattered clouds
342,Villa Del Rosario,7.8339,-72.4742,86.38,55,40,11.5,CO,scattered clouds
343,Kenai,60.5544,-151.2583,38.03,89,100,0.0,US,overcast clouds
